datetime,sym,price,size,bidorderid,askorderid,tradeid,exectype,tradebsflag,channelno,bizindex
2021-11-30 09:15:17.750,300557.SZ,0.0,100.0,197972,0,201923,2,0,2014,-9223372036854775808
2021-11-30 09:16:52.080,300557.SZ,0.0,30000.0,0,218913,222636,2,0,2014,-9223372036854775808
2021-11-30 09:18:04.430,300557.SZ,0.0,400.0,121706,0,242162,2,0,2014,-9223372036854775808
2021-11-30 09:19:48.760,300557.SZ,0.0,16400.0,0,142354,271254,2,0,2014,-9223372036854775808
2021-11-30 09:30:00.110,300557.SZ,0.0,900.0,219871,0,479886,2,0,2014,-9223372036854775808
2021-11-30 09:30:00.160,300557.SZ,0.0,1700.0,351013,0,490981,2,0,2014,-9223372036854775808
2021-11-30 09:30:02.170,300557.SZ,28.18,100.0,650525,538880,650526,1,0,2014,-9223372036854775808
2021-11-30 09:30:02.170,300557.SZ,28.18,100.0,650530,538880,650531,1,0,2014,-9223372036854775808
2021-11-30 09:30:02.170,300557.SZ,28.18,100.0,650547,538880,650548,1,0,2014,-9223372036854775808
2021-11-30 09:30:03.560,300557.SZ,28.18,100.0,712016,538880,712017,1,0,2014,-9223372036854775808
2021-11-30 09:30:03.560,300557.SZ,28.18,100.0,712030,538880,712031,1,0,2014,-9223372036854775808
2021-11-30 09:30:03.560,300557.SZ,28.2,100.0,712032,515850,712033,1,0,2014,-9223372036854775808
2021-11-30 09:30:04.560,300557.SZ,28.2,200.0,759933,515850,759934,1,0,2014,-9223372036854775808
2021-11-30 09:30:05.210,300557.SZ,28.2,100.0,781354,515850,781355,1,0,2014,-9223372036854775808
2021-11-30 09:30:07.540,300557.SZ,28.19,100.0,845970,845204,845971,1,0,2014,-9223372036854775808
2021-11-30 09:30:07.600,300557.SZ,28.19,200.0,848345,845204,848346,1,0,2014,-9223372036854775808
2021-11-30 09:30:07.600,300557.SZ,28.19,100.0,848347,845204,848348,1,0,2014,-9223372036854775808
2021-11-30 09:30:08.140,300557.SZ,28.19,100.0,858639,845210,858640,1,0,2014,-9223372036854775808
2021-11-30 09:30:10.530,300557.SZ,28.19,100.0,902840,845210,902841,1,0,2014,-9223372036854775808
2021-11-30 09:30:10.540,300557.SZ,28.19,100.0,902953,845210,902954,1,0,2014,-9223372036854775808
2021-11-30 09:30:10.560,300557.SZ,0.0,100.0,758403,0,903306,2,0,2014,-9223372036854775808
2021-11-30 09:30:10.590,300557.SZ,28.19,100.0,903683,845210,903684,1,0,2014,-9223372036854775808
2021-11-30 09:30:10.740,300557.SZ,28.19,300.0,907022,845513,907023,1,0,2014,-9223372036854775808
2021-11-30 09:30:12.240,300557.SZ,0.0,400.0,0,845519,922513,2,0,2014,-9223372036854775808
2021-11-30 09:30:12.240,300557.SZ,28.18,100.0,762395,922515,922516,1,0,2014,-9223372036854775808
2021-11-30 09:30:12.610,300557.SZ,0.0,400.0,0,845515,926295,2,0,2014,-9223372036854775808
