datetime,sym,price,size,side,ordertype,orderid,channelno,seqno,bizindex
2025-08-01 09:15:00.000,000027.SZ,7.16,400.0,-1,2,459,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.000,000027.SZ,7.16,2000.0,-1,2,891,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.51,1000.0,1,2,1173,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.06,1000.0,1,2,1174,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.56,1000.0,1,2,1175,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.26,1000.0,1,2,1176,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.31,1000.0,1,2,1177,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.11,1000.0,1,2,1178,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.16,1000.0,1,2,1179,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.21,1000.0,1,2,1180,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.76,1000.0,-1,2,1181,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.36,1000.0,1,2,1182,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.46,1000.0,1,2,1183,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.86,1000.0,-1,2,1184,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.96,1000.0,-1,2,1189,2014,-9223372036854775808,-9223372036854775808
2025-08-01 09:15:00.040,000027.SZ,6.41,1000.0,1,2,1190,2014,-9223372036854775808,-9223372036854775808
