datetime,sym,price,size,side,ordertype,orderid,channelno,seqno,bizindex
2021-11-30 09:15:00.020,300557.SZ,26.15,100.0,1,2,1686,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.030,300557.SZ,27.51,1000.0,1,2,1995,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.030,300557.SZ,26.81,2000.0,1,2,2014,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.030,300557.SZ,26.11,2000.0,1,2,2055,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.040,300557.SZ,25.41,3000.0,1,2,3378,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.060,300557.SZ,28.96,200.0,-1,2,6879,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.060,300557.SZ,29.29,200.0,-1,2,6889,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.060,300557.SZ,29.8,100.0,-1,2,7328,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.060,300557.SZ,30.24,200.0,-1,2,7331,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.060,300557.SZ,29.8,100.0,-1,2,7333,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.100,300557.SZ,23.5,300.0,1,2,11020,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.190,300557.SZ,33.77,700.0,-1,2,19987,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.230,300557.SZ,33.76,3000.0,-1,2,23683,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.230,300557.SZ,23.0,3000.0,1,2,23701,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.230,300557.SZ,24.0,2000.0,1,2,23841,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.240,300557.SZ,26.0,2000.0,1,2,23997,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.240,300557.SZ,30.0,500.0,-1,2,24364,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.240,300557.SZ,32.0,500.0,-1,2,24365,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.240,300557.SZ,26.0,500.0,1,2,24366,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.240,300557.SZ,24.0,500.0,1,2,24367,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.240,300557.SZ,30.0,200.0,-1,2,24375,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.240,300557.SZ,32.0,200.0,-1,2,24376,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.240,300557.SZ,26.0,200.0,1,2,24377,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.240,300557.SZ,24.0,200.0,1,2,24378,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.250,300557.SZ,28.96,100.0,-1,2,25259,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.250,300557.SZ,29.09,300.0,-1,2,25260,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.250,300557.SZ,29.29,200.0,-1,2,25264,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.250,300557.SZ,28.96,100.0,-1,2,25276,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.250,300557.SZ,29.09,300.0,-1,2,25277,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.250,300557.SZ,29.29,200.0,-1,2,25278,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.270,300557.SZ,28.24,200.0,-1,2,27507,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.290,300557.SZ,30.9,300.0,-1,2,29015,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.480,300557.SZ,31.0,19900.0,-1,2,43865,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.520,300557.SZ,33.44,1000.0,-1,2,46635,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.550,300557.SZ,28.7,200.0,-1,2,48574,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.550,300557.SZ,29.0,300.0,-1,2,48575,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.550,300557.SZ,27.0,600.0,1,2,48578,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.800,300557.SZ,23.22,600.0,1,2,62893,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.820,300557.SZ,28.88,1000.0,-1,2,63961,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.870,300557.SZ,28.88,200.0,-1,2,66058,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:00.920,300557.SZ,31.61,200.0,-1,2,68894,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:01.020,300557.SZ,27.41,400.0,1,2,73183,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:01.190,300557.SZ,30.5,4000.0,-1,2,81348,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:01.310,300557.SZ,26.5,4100.0,1,2,87003,2014,-9223372036854775808,-9223372036854775808
2021-11-30 09:15:01.510,300557.SZ,28.66,700.0,-1,2,94624,2014,-9223372036854775808,-9223372036854775808
