datetime,sym,price,size,bidorderid,askorderid,tradeid,exectype,tradebsflag,channelno,bizindex
2022-01-07 09:15:02.170,000027.SZ,0.0,1000.0,148125,0,150560,2, ,2012,-9223372036854775808
2022-01-07 09:15:04.190,000027.SZ,0.0,200.0,0,197778,197783,2, ,2012,-9223372036854775808
2022-01-07 09:15:04.620,000027.SZ,0.0,500.0,167523,0,203356,2, ,2012,-9223372036854775808
2022-01-07 09:15:05.390,000027.SZ,0.0,700.0,0,211308,211321,2, ,2012,-9223372036854775808
2022-01-07 09:16:45.510,000027.SZ,0.0,3400.0,0,116543,246127,2, ,2012,-9223372036854775808
2022-01-07 09:17:50.490,000027.SZ,0.0,2300.0,0,254151,260920,2, ,2012,-9223372036854775808
2022-01-07 09:19:28.410,000027.SZ,0.0,7000.0,225670,0,288479,2, ,2012,-9223372036854775808
2022-01-07 09:19:54.800,000027.SZ,0.0,1400.0,291972,0,296246,2, ,2012,-9223372036854775808
2022-01-07 09:25:00.000,000027.SZ,7.98,100.0,298485,225356,416561,1, ,2012,-9223372036854775808
2022-01-07 09:25:00.000,000027.SZ,7.98,300.0,404481,186517,416562,1, ,2012,-9223372036854775808
2022-01-07 09:25:00.000,000027.SZ,7.98,2400.0,358896,298171,416563,1, ,2012,-9223372036854775808
2022-01-07 09:25:00.000,000027.SZ,7.98,100.0,358896,298351,416564,1, ,2012,-9223372036854775808
2022-01-07 09:25:00.000,000027.SZ,7.98,200.0,358896,405097,416565,1, ,2012,-9223372036854775808
2022-01-07 09:25:00.000,000027.SZ,7.98,3400.0,283060,405097,416566,1, ,2012,-9223372036854775808
2022-01-07 09:25:00.000,000027.SZ,7.98,4200.0,283060,405467,416567,1, ,2012,-9223372036854775808
2022-01-07 09:25:00.000,000027.SZ,7.98,2400.0,283060,410460,416568,1, ,2012,-9223372036854775808
2022-01-07 09:25:00.000,000027.SZ,7.98,100.0,47857,410460,416569,1, ,2012,-9223372036854775808
2022-01-07 09:25:00.000,000027.SZ,7.98,3000.0,238689,410460,416570,1, ,2012,-9223372036854775808
2022-01-07 09:25:00.000,000027.SZ,7.98,2300.0,238689,409769,416571,1, ,2012,-9223372036854775808
